"q00_id","q01_num_hijos","q02a_birth_child","q02b_birth_child","q02c_birth_child","q02d_birth_child","q03_help","q04_excedencia_all","q05_duration_child","q06_duration_child","q07_duration_child","q08_main_reason","q09a_secondary_reason","q09b_secondary_reason","q09c_secondary_reason","q09d_secondary_reason","q10_diff_reasons","q11_other_ask","q12_other_not_reason","q13a_conciliation_opts","q13b_conciliation_opts","q13c_conciliation_opts","q14_company_reaction","q15_mates_reaction","q16_formation_time","q17_work_during","q18_back_work","q19_tasks_after","q20_current_tasks","q21_excedencia_general_evaluation","q22_excedencia_needs_improvements","q23_excedencia_specify_improvements","q24_conciliation_general_evaluation","q25_conciliation_needs_improvements","q26_conciliation_specify_improvements","q27_experience_description","q28_comments","q29_age","q29_genre","q31_civil_status","q32_education","q33_job","q34_contract","q35_salary","origen"
80,"1",2015,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","5","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",5,"Sí, creo que necesita alguna mejora.","Igualar las condiciones para los funcionarios, que sólo pueden solicitar una excedencia por hijo/a",5,"Sí, creo que necesita alguna mejora.","Aumentar el permiso retribuïdo para los padres y madres","Oportunidad única para estar con tu hijo/a","",1967,"Hombre","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
81,"2",2012,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","6 meses - mellizos","","","Quería dedicarme por completo a mi/s hijo/s","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Comprensión","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé trabajos de menor responsabilidad ","Estoy en el mismo puesto o en otro similar",7,"Sí, creo que necesita alguna mejora.","Excedencia remunerada",5,"Sí, creo que necesita alguna mejora.","Mayor flexibilidad en las empresas, que los padres puedan entrar y salir con flexibilidad, no digo hacer menos horas sino que la empresa sea flexible y siempre y cuando tu trabajo lo permita y no se vea alterado poder entrar más tarde o salir más pronto según necesidades.","La mejor decisión de mi vida. 
","Jamás pensé en coger excedencia hasta que nacieron mis hijos y fui plenamente consciente de lo que es ser madre y todo lo que supone, además con mellizos la cosa se complica, es verdad que economicamente nos lo pudimos permitir pero fue lo mejor que hice sin duda, ya que también compruebas lo escaso de la baja maternal y paternal.",1978,"Mujer","Casado/a","Formación profesional ","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
82,"1",2013,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","1 mes y medio","","","otros: Quería darle lactancia materna hasta los 6 meses",NA,NA,NA,NA,"","no","otros: Por su trabajo en una empresa privada","Flexibilidad de horario","Reducción de jornada",NA,"otros: Al principio reticentes, luego compresión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",3,"Sí, creo que necesita alguna mejora.","Ayudas económicas, incentivos para empresas si los padres se la cogen... Días sueltos para cuidar del niño...",4,"Sí, creo que necesita alguna mejora.","Más tiempo de baja maternal, el mismo tiempo padre y madre de baja maternal / paternal, p ejplo un año cada uno, poder tener días sueltos para cuidar de los niños, ","Presión social, familiar y orgullo personal","",1977,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
83,"3",2013,2016,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","1 mes","1 mes (hijos 2y3, mellizos)","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé trabajos de menor responsabilidad ","Es de menor rango ",4,"Sí, creo que necesita alguna mejora.","Asegurar que la persona que coge la excedencia mantiene iguales funciones y condiciones de trabajo ",3,"Sí, creo que necesita alguna mejora.","Teletrabajo","Mobbing tras reincorporación","",1978,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 25.001 y 30.000 euros ","new"
84,"2",2015,2017,NA,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","no","1 mes y primer hijo ","De momento no procede","","otros: Lactancia materna de 6 meses","Quería dedicarme por completo a mi/s hijo/s","Salud de la madre (posparto complicado, etc.)",NA,NA,"No aplica ","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Asumí tareas de mayor responsabilidad ","Es de mayor rango ",6,"Sí, creo que necesita alguna mejora.","Comunicación e información ",1,"Sí, creo que necesita alguna mejora.","Racionalización de horarios ","No hay nada mejor ni trabajo más gratificante ","Aproveche mi excedebcia para buscar otro trabajo mejor",1981,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
85,"1",2017,NA,NA,NA,"No, no cuento con nadie más","si","3 ","","","Salud de la madre (posparto complicado, etc.)","Creo que es muy pequeña, 4 meses para que llevarle a una escuela y no hay posibilidad de ayuda familiar",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","otros: No ha terminado","",3,"Sí, creo que necesita alguna mejora.","Creo que en realidad tendria que estar remunerada, si no de forma completa como la baja, si como trabajo que ahorra el estado como cuidado ",3,"Sí, creo que necesita alguna mejora.","Las bajas de maternidad, minimo, deberian durar lo que la OMS indica: 6 meses de lactancia exclusiva y 6 de mixta. Es decir, minimo un año. Y creo que el otro progenitor tambien deberia tener opcion a estar, por lo menos 6 meses a eleccion de la familia","Cansancio, no reconocimiento, aislamiento","No",1978,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 25.001 y 30.000 euros ","new"
86,"1",2015,NA,NA,NA,"No, no cuento con nadie más","si","20","","","Quería dedicarme por completo a mi/s hijo/s","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","Realicé algún trabajo sin contrato","La excedencia no ha acabado aún","Realicé la misma actividad que antes de la excedencia ","",6,"Sí, creo que necesita alguna mejora.","",3,"Sí, creo que necesita alguna mejora.","","","",1981,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","Indefinido","Entre 15.001 y 25.000 euros","new"
87,"2",2012,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","Llevo 5 años sin estar dada de alta en mi actividad, era autónoma ","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Era autónoma ",NA,NA,"otros: No trabajaba para empresa","Indiferencia","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Realicé algún trabajo sin contrato","Emprendí mi propia actividad","otros: Cambie mi campo de trabajo","",7,"otros: Yo estoy contenta con mi decisión a nivel personal pero creo que habría que hacer muchos cambios en el marco legal, social y económico y facilitarnos desde alguna institución la toma de la decisión así como la incorporación al mercado laboral cuando se desee","Sueldo por dedicación familiar para empezar...",2,"Sí, creo que necesita alguna mejora.","Horarios razonables, cercanía de guarderia o cuidadores al puesto de trabajo, horas de descanso para lactancia...","Cambio de situación social y laboral
Satisfacción y frustración: dualidad constante","Siendo autónoma se trata de una heroicidad en la que sin el compromiso de la pareja seria algo imposible.",1977,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","otros: No tengo","Entre 30.001 y 50.000 euros ","new"
88,"2",2011,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","Sigo en excedencia","Sigo en excedencia","60","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Quería dedicarme por completo a mi/s hijo/s",NA,NA,"No","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones","Reducción de jornada",NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",2,"Sí, creo que necesita alguna mejora.","Que te retributaran asta los 3 años del niño que empiezan el colegio infantil",1,"Sí, creo que necesita alguna mejora.","Bajar jornada laboral a 30 horas semanales y horario flexible","Es necesariamente teneiendo en cuenta que los dos cónyuges trabajen y si tu economía te lo permite","En este gobierno hay tantas cosas que cambiar que a lo mejor no hiciera falta excedencia",1977,"Mujer","Casado/a","Formación profesional ","Trabajo en el sector público","Indefinido","Entre 25.001 y 30.000 euros ","new"
89,"2",2012,2015,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","4 meses, 2o hijo","","","Sentía que mi puesto de trabajo estaba asegurado","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","otros: Se le permitio teletrabajo","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Es de mayor rango ",7,"Sí, creo que necesita alguna mejora.","Excedencias mas duraderas, fomento del teletrabajo",4,"Sí, creo que necesita alguna mejora.","Racionalización de horarios, fomento del teletrabajo, prioridad de objetivos frente a presentismo","Necesaria, maravillosa, repetiria","",1979,"Hombre","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
90,"1",2016,NA,NA,NA,"otros: No cuento ni con el otro progenitor","si","2","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","Quería dedicarme por completo a mi/s hijo/s",NA,NA,"","no","otros: Ya no estábamos juntos, el padre no se hizo cargo de su hijo","Flexibilidad de horario","Reducción de jornada",NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","otros: Me cambiaron a un puesto más bajo ","Realicé trabajos de menor responsabilidad ","",7,"otros: Que te tiene que devolver el mismo puesto","",7,"No, considero que funciona bien.","","La excedencia no fue el problema sino la reincorporación. Me dieron un puesto más bajo de lo que tenía antes.","",1977,"Mujer","Soltero/a","Estudios primarios ","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
91,"2",2012,2017,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","1","0","","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",5,"Sí, creo que necesita alguna mejora.","Poder disponer de tiempo para formación y de ayudas para poder optar por el cuidado de los hijos.",2,"Sí, creo que necesita alguna mejora.","Ayudas económicas, mejores horarios, que las remuneraciones no se vean tan afectadas por las reducciones de jornada, mayor flexibilidad por parte de la empresa, etc.","Muy corta e intensa","",1979,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
92,"2",2009,2013,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","6","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","No nos planteamos esa opción","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Es de mayor rango ",6,"Sí, creo que necesita alguna mejora.","Creo que podría establecerse algún tipo de salario mínimo para poder alargarla",4,"Sí, creo que necesita alguna mejora.","Horario flexible, posibilidad de teletrabajo, bolsa de horas asignad a los hijos para médicos, reuniones...","Maravillosa, irrepetible y vale la pena","",1976,"Mujer","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","otros: Funcionario ","Entre 15.001 y 25.000 euros","new"
